id,name,spirit_category,primary_spirit,method,glass,ice,garnish,flavor_profiles,vibes,difficulty,lore,pro_tip,is_classic,source,steps_json,ingredients_json,photo_url,photo_thumb,photo_source,photo_id,has_custom_photo,photo_credit,photo_credit_url
ll-00579,Tuscan Ward,brandy,Hennessy VS,shake,coupe,crushed,gold luster dust,"[""warming"", ""sweet"", ""creamy"", ""spicy""]","[""Game Night"", ""Late Night"", ""Beach Day"", ""Date Night""]",medium,"Born in New Orleans in the late 1800s, this is one of the oldest continuously served cocktails in American history.",,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with gold luster dust.""]","[{""name"": ""Hennessy VS"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""dark cr\u00e8me de cacao"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""heavy cream"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""muddled jalape\u00f1o"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1546171753-97d7676e4602?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1546171753-97d7676e4602?w=400&q=70&fit=crop&auto=format,unsplash,1546171753-97d7676e4602,False,Unsplash,https://unsplash.com/photos/1546171753-97d7676e4602
ll-00580,The Velvet Tide,amaro,St-Germain,build,highball,large cube,cucumber ribbon,"[""citrusy"", ""bitter"", ""refreshing""]","[""After Dinner"", ""Party Starter"", ""Holiday""]",easy,,,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with cucumber ribbon.""]","[{""name"": ""St-Germain"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""espresso"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1575023782549-62ca0d244787?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1575023782549-62ca0d244787?w=400&q=70&fit=crop&auto=format,unsplash,1575023782549-62ca0d244787,False,Unsplash,https://unsplash.com/photos/1575023782549-62ca0d244787
ll-00581,Madam Glow,tequila,Herradura,build,highball,crushed,candied ginger,"[""citrusy"", ""sweet"", ""fruity""]","[""After Dinner"", ""Healthy-ish"", ""Happy Hour""]",hard,"Created in the 1980s as a marketing tool for a new vodka brand, it accidentally became a cultural phenomenon and a generational touchstone.",Batch the base mix a day ahead and store in the fridge — the flavors meld and the drink becomes more cohesive.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with candied ginger.""]","[{""name"": ""Herradura"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh orange juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""grenadine"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1516997119405-4a182a90b5c8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1516997119405-4a182a90b5c8?w=400&q=70&fit=crop&auto=format,unsplash,1516997119405-4a182a90b5c8,False,Unsplash,https://unsplash.com/photos/1516997119405-4a182a90b5c8
ll-00582,The Lazy Cobbler,vodka,Ketel One,shake,martini,none (served up),brandied cherry,"[""citrusy"", ""sweet"", ""refreshing"", ""fruity""]","[""Late Night"", ""Party Starter"", ""Brunch""]",hard,The drink was first documented in Jerry Thomas's 1862 bartending guide — the first cocktail book ever published.,Stir with ice for at least 30 seconds — most home bartenders under-dilute their stirred drinks.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with brandied cherry.""]","[{""name"": ""Ketel One"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""triple sec"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=400&q=70&fit=crop&auto=format,unsplash,1551538827-9c037cb4f32a,False,Unsplash,https://unsplash.com/photos/1551538827-9c037cb4f32a
ll-00583,Shanghai Haze,rum,Diplomatico,shake,tiki mug,none (served neat),grapefruit half-wheel,"[""tropical"", ""sweet"", ""nutty""]","[""After Dinner"", ""Brunch"", ""Cozy Night In"", ""Summer Patio""]",medium,"A tiki bar staple from the golden age of Polynesian-themed restaurants, this cocktail was engineered to transport you to a tropical island without leaving your barstool.",Add a few drops of saline solution (20:1 water to salt) to enhance perception of sweetness without making the drink saltier.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit half-wheel.""]","[{""name"": ""Diplomatico"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""passion fruit juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""orgeat syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1598514982901-4f08e43cf5e8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1598514982901-4f08e43cf5e8?w=400&q=70&fit=crop&auto=format,unsplash,1598514982901-4f08e43cf5e8,False,Unsplash,https://unsplash.com/photos/1598514982901-4f08e43cf5e8
ll-00584,Amber Shanghai Cobbler,amaro,Creme de Cassis,build,highball,large cube,orange wheel,"[""citrusy"", ""bitter"", ""refreshing""]","[""Summer Patio"", ""Brunch""]",medium,,Always use fresh-squeezed juice — the difference between bottled and fresh is night and day in this drink.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with orange wheel.""]","[{""name"": ""Creme de Cassis"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
ll-00585,Buenos Aires Reviver,rum,Bacardi Dark,shake,tiki mug,none (served up),absinthe rinse,"[""earthy"", ""tropical"", ""sweet"", ""nutty"", ""sour""]","[""Late Night"", ""Happy Hour""]",medium,,Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with absinthe rinse.""]","[{""name"": ""Bacardi Dark"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""passion fruit juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""orgeat syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
ll-00586,Tropical Spark,whiskey_bourbon,Bulleit Bourbon,stir,rocks,crushed,smoked with wood chip,"[""warming"", ""complex"", ""bitter"", ""nutty""]","[""Brunch"", ""Date Night"", ""Summer Patio""]",easy,"A house original from a legendary bar that no longer exists, kept alive through oral tradition among bartenders who worked there.",Batch the base mix a day ahead and store in the fridge — the flavors meld and the drink becomes more cohesive.,False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with smoked with wood chip.""]","[{""name"": ""Bulleit Bourbon"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""Campari"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""chocolate bitters"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1546171753-97d7676e4602?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1546171753-97d7676e4602?w=400&q=70&fit=crop&auto=format,unsplash,1546171753-97d7676e4602,False,Unsplash,https://unsplash.com/photos/1546171753-97d7676e4602
ll-00587,Violet Sicilian Sour,whiskey_bourbon,Angel's Envy,shake,coupe,large cube,grapefruit half-wheel,"[""citrusy"", ""sweet"", ""earthy"", ""fruity""]","[""After Dinner"", ""Summer Patio""]",hard,,"Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit half-wheel.""]","[{""name"": ""Angel's Envy"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""peach puree"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""club soda"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=400&q=70&fit=crop&auto=format,unsplash,1570196922220-8bca443c6b8b,False,Unsplash,https://unsplash.com/photos/1570196922220-8bca443c6b8b
ll-00588,Parisian Drift,gin,Roku,stir,martini,on the rocks,activated charcoal rim,"[""herby"", ""boozy"", ""umami"", ""savory""]","[""Date Night"", ""Game Night"", ""Late Night"", ""Cozy Night In""]",hard,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,"Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with activated charcoal rim.""]","[{""name"": ""Roku"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""dry vermouth"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""orange bitters"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""lavender syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=400&q=70&fit=crop&auto=format,unsplash,1563227812-0ea4c22e6cc8,False,Unsplash,https://unsplash.com/photos/1563227812-0ea4c22e6cc8
ll-00589,Brooklyn Glow,mezcal,Montelobos,shake,rocks,on the rocks,fresh mint sprig,"[""refreshing"", ""smoky"", ""sour"", ""citrusy"", ""fruity""]","[""Brunch"", ""Beach Day"", ""Game Night""]",medium,"Originally a digestif meant to be sipped slowly after a long Italian dinner, this formula was adapted for the American palate by shortening it and adding ice.",Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with fresh mint sprig.""]","[{""name"": ""Montelobos"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""agave syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""muddled mint"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1514362545857-3bc16c4c7d1b?w=400&q=70&fit=crop&auto=format,unsplash,1514362545857-3bc16c4c7d1b,False,Unsplash,https://unsplash.com/photos/1514362545857-3bc16c4c7d1b
ll-00590,Oaxacan Stinger,vodka,Ciroc,shake,coupe,none (served neat),lime wedge,"[""sour"", ""citrusy"", ""refreshing""]","[""Party Starter"", ""Cozy Night In""]",hard,"A riff on a Prohibition-era sour, updated with modern syrups and techniques for a cleaner, more vibrant result.",,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with lime wedge.""]","[{""name"": ""Ciroc"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""orgeat syrup"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1470337458755-9f97ef3a60db?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1470337458755-9f97ef3a60db?w=400&q=70&fit=crop&auto=format,unsplash,1470337458755-9f97ef3a60db,False,Unsplash,https://unsplash.com/photos/1470337458755-9f97ef3a60db
ll-00591,Rosy Nordic Spritz,vodka,Grey Goose,shake,martini,crushed,coffee beans (3),"[""warming"", ""sweet"", ""citrusy"", ""bitter"", ""fruity""]","[""Holiday"", ""Party Starter""]",medium,The drink was first documented in Jerry Thomas's 1862 bartending guide — the first cocktail book ever published.,Salt on the rim should only cover half the rim — this gives the drinker the choice of sipping with or without.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with coffee beans (3).""]","[{""name"": ""Grey Goose"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""cranberry juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""coconut cream"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=400&q=70&fit=crop&auto=format,unsplash,1560963805-6c64f2785b9c,False,Unsplash,https://unsplash.com/photos/1560963805-6c64f2785b9c
ll-00592,Moonlit Toddy,vodka,Belvedere,shake,coupe,large cube,activated charcoal rim,"[""sour"", ""citrusy"", ""refreshing""]","[""Summer Patio"", ""Beach Day""]",easy,"Popularized in Tokyo's bar scene before crossing the Pacific, this drink introduced Western audiences to Japanese whisky culture.",,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with activated charcoal rim.""]","[{""name"": ""Belvedere"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""muddled strawberry"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1551538827-9c037cb4f32a?w=400&q=70&fit=crop&auto=format,unsplash,1551538827-9c037cb4f32a,False,Unsplash,https://unsplash.com/photos/1551538827-9c037cb4f32a
ll-00593,The Lazy Glow,gin,Tanqueray,shake,coupe,large cube,cucumber ribbon,"[""spicy"", ""citrusy"", ""herby"", ""refreshing""]","[""Cozy Night In"", ""Beach Day"", ""Game Night"", ""After Dinner""]",hard,"Created in the 1980s as a marketing tool for a new vodka brand, it accidentally became a cultural phenomenon and a generational touchstone.",Stir with ice for at least 30 seconds — most home bartenders under-dilute their stirred drinks.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cucumber ribbon.""]","[{""name"": ""Tanqueray"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""agave syrup"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=400&q=70&fit=crop&auto=format,unsplash,1574680096145-d05b474e2155,False,Unsplash,https://unsplash.com/photos/1574680096145-d05b474e2155
